"CAF07_1"	"CAF07_2"	"CAF07_3"	"CAF07_4"	"CAF07_5"	"CAF07_6"	"CAF07_7"	"CAF07_8"	"CAF09_1"	"CAF09_2"	"CAF09_3"	"CAF09_4"	"CAF09_5"	"CAF09_6"	"CAF09_7"	"CAF09_8"
"CD3E"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SLA2"	0.0554516938730317	0	0	0.0215998051048003	0	0	0	0.023488995467982	0	0	0	0.017669211361916	0.0567140762333605	0	0	0
"PYHIN1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LY9"	0	0	0.0259028295788928	0	0	0	0	0	0	0	0	0	0	0	0	0
"PLEK"	0.0395796302877946	0.776703485940055	0	0.254272029402714	0.158121087690448	0.17459295462175	0.34478275065714	0.0495676944132282	0.0704812368483695	0.150685438206147	0.0810864609651649	0.351097766162954	0.0404857328028985	0.0706619327512495	0.0411842930553177	0.16560773032689
"CLEC9A"	0	0	0	0	0	0.0323528593307071	0	0	0	0	0	0	0	0	0	0
"CXCR3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KLRB1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CD2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZNF80"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FUT7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TIMD4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CST7"	0.00507956003281847	0.0477513478707679	0	0.0117056672376977	0.0210370428427413	0	0	0.03786762690472	0.00457251321795619	0.0200024474832849	0.0105383177023517	0	0	0.0137100440764412	0	0
"FCRL6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"WIPF1"	2.15698334727144	1.62967276845598	1.89736008546495	2.44818887129646	2.37065523480332	2.30780988147011	2.40983224856021	1.41774664754327	1.95641012224454	1.72189554021222	2.0423102675173	2.02809304547761	2.12846367295519	2.04750705243973	2.03225396601073	1.87100796708194
"TMEM155"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TMEM244"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GTSF1L"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DOCK10"	2.0687986684061	0.781472033773549	1.01799914143515	2.13367910286907	1.62257624597144	1.17068710930197	2.26254842215046	0.688385460007995	2.34812547982171	2.35756024807656	2.45701509394363	2.39361951576808	1.66438988667314	1.72827670999996	2.17014256213004	1.95980732111324
"SIGLEC8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IL10RA"	0	0.047521417197779	0.0253039704876303	0	0.0415701810478469	0	0.0216790892702111	0	0	0	0	0.0377200929390755	0	0	0.0415700365433417	0.0436224674236849
"IKZF1"	0	0.0193596102011417	0	0	0	0	0	0	0	0	0	0	0	0.0219521344851383	0	0
"CCR5"	0	0	0	0	0	0	1.36155312219764	0	0	0.782532585683093	0	0	0	0	0	0
"SLAMF7"	0	1.93122500291972	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"WAS"	0.0262642208673055	0.253046198373584	0.0573047996182526	0.0599565233106329	0.144307516428845	0.0819100588752349	0.0967253056707549	0.135041241297457	0.0469377423841586	0.0259927321212836	0.0340282351146989	0	0.0335079428429476	0.0295913016891577	0.0340875227424958	0.0706844649559622
"LAIR1"	0	0.0137803338964018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CMKLR1"	2.33147783740704	2.46985127098957	1.64223156578364	1.43169045940698	2.35495879172589	2.247965714925	1.42346195440749	1.89313973524905	2.3259523238708	2.2430168450439	1.97859975848469	1.99774222920404	2.40991358473718	2.35974437823216	2.15813158087122	2.31706172972621
"C1QC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FCGR3A"	0	0.0385291135622696	0	0	0	0.0373697572108073	0	0	0	0	0	0	0	0	0	0
"SRGN"	1.3005786715885	1.55196145484006	1.5892206066489	1.69291891805621	2.04562819220493	1.79806588698143	1.72712942552617	1.30900694304768	2.70112587326066	2.48610088887317	2.77371721723571	2.85538017731834	3.09869738127467	3.11883176846699	2.85396241139375	2.59849671242909
"HAVCR2"	0.133225489749477	0.157535609946576	0.165979777369167	0.152802477729227	0.324009340752606	0.58821412816818	0.0733607424942798	0.0851382166420917	0.0614794725292301	0.0341220013762988	0.323497509517972	0.241891151019178	0.168303415005372	0	0.202990868153478	0.145051277474836
"FCGR1A"	0	0.0474631611693318	0	0	0	0	0	0	0.0240736002592179	0	0	0	0	0	0	0
"FCER1G"	0.165450759543622	0.465119066377	0.46767173374782	0.0497483349001906	0.0668714668119231	0.144544305164495	0.278519537451031	0.581412875361395	0.0953905311384266	0.239243417529251	0.0667562329659772	0.0804141645387766	0.0657468034258593	0.167822198768511	0.396471063124949	0.413742923849409
"TNFSF18"	0.00894347547465457	0	0	0.0205741130748107	0.00466256863926116	0.0205990349032215	0	0	0.0160589187166423	0.0176469931316832	0.0277035538839063	0.0168290810413581	0.0272790539931439	0.0280596896962959	0.00931008437692554	0.00977515835787252
"HTRA4"	0	0	0.0204245525492811	0	0.0446156773595352	0.0187495165673532	0	0.0404494782848587	0.00975975154607176	0.0160610552805565	0	0.0203857569781812	0.0275681317487164	0.0291590241643766	0.0224802219115794	0.0118471658606999
"C1QA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IL2RA"	0	0	0	0.012964767996493	0	0	0.047841716924454	0	0	0	0	0	0	0	0	0
"LCP2"	0	0.0833701979086369	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013053684775586
"LILRB1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CD86"	0	0.582095950047022	0	0.163912569512086	0	0	0	0	0	0	0	0	0	0	0	0
"DBH"	0.0190719611442768	0	0.0475990312953412	0	0.0198509777429368	0.0861712493261969	0.0205569962140314	0.0120134503287435	0.0171764639748361	0	0.133316554080833	0.0179998885620535	0.0765119578911204	0.0342394913371745	0.039432379016915	0
"MFRP"	0	0	0.024642805468687	0	0.0203870031818644	0.0668362290120401	0	0.0123387476367229	0.0861225316321874	0.0193841622470352	0	0.0184862496242488	0.0299546060433108	0.0176867716764488	0.0203869317931061	0.0107403073373958
"DNTT"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C19orf47"	2.4875359799179	3.26269914506064	2.61438420507642	2.27342774113415	1.88542159520699	1.64679326990941	2.11174074507095	3.05835703798868	2.54330901419357	2.46536015990651	2.08438740035904	2.3121958651545	2.17433457815844	2.23347504472104	2.39833002108457	2.37361406894406
"CPA5"	0.165338459072683	0.0317908541518198	0.0335740661346363	0.0904802743991807	0.0818157137888188	0	0	0.0334790652241795	0.0477160862884198	0.0132739767310326	0.0277421014958556	0.086357865367675	0.0137231622760623	0.0478393829583174	0	0
"GPHA2"	0.010431551457743	0.0247588199970811	0	0	0.00543970079851889	0.0120551356367957	0	0	0	0	0	0	0	0	0	0
"CXCL11"	0.796543134651752	0.841935246594157	0.699782972520739	0.993198888286502	0.421801480590855	0.307397985325562	1.03934270628122	1.224065342079	0.176931139929789	0.336863116679834	0.323210271949233	0.125889677036168	0.567635941442046	0.477633944764418	0.104962231534578	0.276592254481074
"IFNG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GBP5"	0.0269123530729007	0.318488949651151	0	0.0310361100712906	0.0280085241180282	0.00783136213797688	0.0290017698569783	0	0.0362151366493367	0.0266342263449125	0.0140475363825246	0.087021313023058	0.0411022906313234	0.0363090881562148	0.0280084262991411	0.0221045373689308
"IDO1"	0.279779559702367	0.635071620562022	0	0	0.176288495932973	0.638564573383484	0.206470023943106	0.343634749162099	0	0.0252387683752048	0	0.116533488622346	0.149895230592821	0.0680237307235574	0.152384852261815	0
"CXCL9"	0	0	0.0335931496283778	0.0308124437048639	0	0.0155072746791943	0.0287926184198347	0	0	0.0524080614744588	0	0.0126651060801933	0.0408071008006466	0.0121163196418207	0.0139701759915348	0
"CXCL10"	2.66133723283402	2.95322122040578	2.21247694281025	2.21433339205061	1.40110192158375	1.48156456748686	3.18398278106864	2.92515833022918	0.506813888985249	0.573857448123554	0.782459619575624	0.614558686223275	1.71255811916972	1.65496146797763	0.828168552970821	0.649030709184185
"GZMB"	0	0.0156170355302899	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FASLG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GZMH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LAG3"	3.75273212639335	5.42233477180725	3.39374084134749	2.94553584753244	4.2803694721674	3.74597087258048	3.28742689257333	4.46954081931912	3.2660367799399	3.70735656396009	3.49255949626373	3.54580703245185	3.26484271129295	3.38243752290357	2.93501027970508	3.70683716584515
"NKG7"	0.0687944314247333	0	0	0.0134990361152568	0.0362209546484373	0.0533182325051887	0.0497886792089762	0.0859385182621673	0	0.0900954579527175	0	0	0	0.0210401575782069	0	0.0504641327363285
"CD274"	1.29036902586191	0.677901118729306	0.473248746481225	1.01180532444564	1.27907419436895	0.975842331294643	1.11056524165356	0.720571506535922	2.39674859771481	2.36091217440752	2.08205933253595	2.09554979311985	2.58912757217297	2.53728012401257	1.85259254443851	1.7355194626218
"GZMA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CCL5"	0.340326669852493	1.35480935394027	0.543227688220375	1.02394667202417	0.852617826739924	0.834341258458249	1.41644784020449	2.31663912883856	0	0	0.0707631529248934	0.0325490629804821	0	0.120749307523505	0.264768132789363	0.212450970419325
"CXCR6"	0.092664876737947	0	0.0298442431236443	0.119275626159334	0.0846536013255567	0.106624669126215	0.147059853930389	0.0297596875654651	0.153089376912378	0.259348901449762	0.153202171118089	0.304156538237114	0.117492504132555	0.0529918065805374	0.17568303572286	0.284021195827352
"PRF1"	0	0.0554352155566128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM26F"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GPR25"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IL27"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TBX21"	0	0.0430025785187217	0	0	0	0.0417105495844489	0	0	0	0	0	0	0	0	0	0.0394693288145292
"CD7"	3.19004769717142	4.77118272008247	4.81085237852656	3.37643803805723	4.38839079945355	4.55363771104281	3.91499556142932	6.05067098585007	1.36023648715285	2.62518464806783	2.00587652247552	2.92057989299336	2.66571210762391	2.37583822538309	2.81624911901698	3.47947836251596
"KLRC3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KLRC2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KLRC4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KLRC4.KLRK1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KLRD1"	0.28792404370981	0.102344512562872	0.466724588176014	0.530999887646642	0.638026000164787	0.914569535609026	0.518123214279861	0.107642469945593	0.305427033792667	0.267030814147448	0.347405064908988	0.379029784184236	0.569060103740702	0.469610510779957	0.424679985878162	0.357051058749097
"XCL2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GZMM"	0.0130669007011571	0	0.0164492341832075	0.0150802117955666	0.0136017887204465	0.0667326333234739	0.0418538645781547	0.0326204388198575	0.0234364075038093	0	0	0.0184571150362964	0.00669991511270507	0.0117965766582925	0.0270764414373668	0
"CD3D"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CCL3"	0	0	0	0	0	0	0	0	0.00875192180660658	0.0191759036558618	0.0300947066906503	0	0.0296339422363975	0	0.0101192290820395	0
"CD37"	1.74141913829055	0.330011981756752	0.0481680308207367	1.40537562026316	1.10426836966029	0.805348464960143	0.969881862424083	0.0945170584826772	1.25215569555094	1.46434878637987	0.692365167707742	0.956311166066616	1.43773607108828	0.83015908748842	1.08532129613492	0.372416868190871
"S1PR4"	0	0.232366963719271	0	0	0	0	0	0.127071477105552	0	0	0	0.0490185409532787	0	0	0	0.0566544578409508
"MARCH4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIRC2"	4.22059817594294	3.153431557194	3.11872990469198	4.13034788265431	4.52318312110348	4.4718633008173	4.30549624809097	2.7068442442472	4.61018413347638	4.56078789487592	4.33148538009876	4.3449661628207	4.58805093094103	4.54399151148921	4.31227066268661	4.15730969431044
"DDX10"	2.30382449744336	1.82215475170129	1.87970800199619	2.04556678045799	1.6942756809629	1.57979237062005	2.0516995783798	1.59824654680062	2.36453175415138	2.30726821115116	2.22181734315083	2.19973475725921	1.98261839137559	1.94642854506593	2.22553108610984	2.19741942619088
"RTTN"	2.95063755273323	2.5465569081947	1.881145425649	2.31628747407178	2.97750370481293	2.86818027214191	2.08742767779427	1.84208593300778	3.24209146876949	3.1555386143564	2.3994430136994	2.35132692739069	2.90322276294439	2.80915394718831	2.31154571202559	2.42756932331043
"RCL1"	1.89497319219169	1.820565025304	1.35004439536925	1.42677515053032	0.81247491156394	1.50105154378059	1.4314466914314	1.5163882338061	1.98802019108224	1.90538151860926	1.73237021085699	1.57372470641976	1.39470502157282	1.45388783692519	1.73414708290664	1.90253923150114
"C6orf203"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"UTS2"	0	0	0	0.0113428315744992	0	0.0113566153700823	0	0	0	0	0	0.00927273424772579	0	0	0	0
"PQBP1"	3.53611440791734	4.92137903378991	4.79535858989646	3.35490477690799	2.89330105508944	3.14487807191335	3.45339605024044	5.32310887321759	3.4234544831904	3.57112098968227	3.50266495289083	3.5396945681333	3.36980406189645	3.19359855137427	3.50875408271864	4.02528501007322
"SSX7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AL133475.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C2orf80"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MOK"	1.42326529690345	1.5580366612352	1.70981027263706	1.44593525525922	1.76692773477923	1.79108686013794	1.55292794822816	1.58259082553691	1.48119515075379	1.61116967822404	1.7613398001233	1.65695017563603	1.54740818181008	1.57269965388903	1.65268690307286	1.77025941795114
"FAM78A"	1.65831843747971	1.43300502126691	1.80221205697196	1.06867328551992	1.74817654364715	1.06959393595096	1.04562227450027	1.13374672228114	1.06044665783204	1.63125426970695	1.51669560058778	0.923386540055977	1.68102133451481	2.0123570086531	1.29044810121078	1.62198162836856
"CEACAM21"	0	0	0	0	0	0	0	0.0318505925595027	0	0	0	0	0	0	0	0
"NCF4"	0	0.0973544453903359	0	0	0.0218140443931191	0	0	0	0	0	0	0	0	0	0	0
"TSHZ2"	1.06220970600532	0.564555909021007	0.606382012964322	0.780807247958341	1.0558432982239	1.01331075821708	0.878282187831919	0.694761994911642	0.662605474189148	0.714521832061141	0.83256364794514	0.89179455941378	1.14154504888254	1.11699041086521	0.778032434694022	0.698800560836328
"FGD2"	0	0	0	0	0	0	0	0	0	0	0.0109453807846938	0	0	0	0	0
"BIN2"	0	0.0314570748046015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"EBI3"	0.301353080144599	0.417248234195775	0.187365052867147	0.225817164182615	0.139905707510226	0.208528475371879	0.161779160987979	0.317119076450339	0.0621433791596561	0	0	0.0650744778525836	0.137609918822096	0.031487874907753	0	0.181002219098568
"TSPY4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TSPY2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR5H6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR5H14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CT47A1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TNP1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
